id	title	description	price	condition	link	availability	image_link
palmistry_prints	Palmistry Print	Risograph prints inspired by mysticism and cybernetics	9	new	https://ktcg.art/shop/palmistry_prints/	in_stock	https://ktcg.art/assets/shop/palmistry_prints/cover_image.jpg
